country_code,country_name,series_code,series_name,scale,decimals,year,value,rank
ZMB,Zambia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2004,142.4,194.0
ZWE,Zimbabwe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2004,103.9,176.0
ADO,Andorra,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.1,10.0
AFG,Afghanistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,150.5,196.0
AGO,Angola,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,179.1,204.0
ALB,Albania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,22.8,92.0
ARE,United Arab Emirates,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.4,49.0
ARG,Argentina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,16.6,71.0
ARM,Armenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,25.6,98.0
ATG,Antigua and Barbuda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,11.0,54.0
AUS,Australia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.6,28.0
AUT,Austria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.9,16.0
AZE,Azerbaijan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,55.6,139.0
BDI,Burundi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,153.9,198.0
BEL,Belgium,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.0,21.0
BEN,Benin,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,128.6,189.0
BFA,Burkina Faso,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,183.5,208.0
BGD,Bangladesh,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,64.2,147.0
BGR,Bulgaria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,16.0,69.0
BHR,Bahrain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,11.1,55.0
BHS,"Bahamas, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,16.4,70.0
BIH,Bosnia and Herzegovina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.7,44.0
BLR,Belarus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.3,46.0
BLZ,Belize,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.3,83.0
BOL,Bolivia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,66.7,150.0
BRA,Brazil,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.3,102.0
BRB,Barbados,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,18.1,76.0
BRN,Brunei Darussalam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.2,41.0
BTN,Bhutan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,70.8,153.0
BWA,Botswana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,60.9,145.0
CAF,Central African Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,168.3,202.0
CAN,Canada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.1,32.0
CHE,Switzerland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.1,22.0
CHL,Chile,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.3,47.0
CHN,China,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,24.9,95.0
CIV,Cote d'Ivoire,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,135.4,191.0
CMR,Cameroon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,142.1,195.0
COG,"Congo, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,98.1,174.0
COK,Cook Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,11.1,56.0
COL,Colombia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,22.7,91.0
COM,Comoros,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,95.4,172.0
CPV,Cape Verde,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,40.4,131.0
CRI,Costa Rica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,10.7,53.0
CUB,Cuba,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.9,36.0
CYP,Cyprus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.9,17.0
CZE,Czech Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.2,23.0
DEU,Germany,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.7,14.0
DJI,Djibouti,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,98.1,175.0
DMA,Dominica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,13.6,63.0
DNK,Denmark,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.9,18.0
DOM,Dominican Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,32.8,120.0
DZA,Algeria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,42.1,133.0
EAP,East Asia & Pacific,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,30.9816714662,117.0
ECA,Europe & Central Asia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,28.8538435101,111.0
ECU,Ecuador,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,25.6,99.0
EGY,"Egypt, Arab Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,31.9,119.0
EMU,Euro area,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.9657004774,20.0
ERI,Eritrea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,75.1,157.0
ESP,Spain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.7,30.0
EST,Estonia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.6,43.0
ETH,Ethiopia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,121.7,186.0
FIN,Finland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.7,6.0
FJI,Fiji,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,19.8,79.0
FRA,France,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.7,15.0
FSM,"Micronesia, Fed. Sts.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,45.3,138.0
GAB,Gabon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,81.7,165.0
GBR,United Kingdom,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.0,31.0
GEO,Georgia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,27.3,106.0
GHA,Ghana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,86.0,167.0
GIN,Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,150.8,197.0
GMB,"Gambia, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,112.1,179.0
GNB,Guinea-Bissau,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,162.2,200.0
GNQ,Equatorial Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,136.0,192.0
GRC,Greece,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.5,27.0
GRD,Grenada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,13.0,60.0
GTM,Guatemala,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,39.4,128.0
GUY,Guyana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,37.7,125.0
HIC,High income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,7.2166411858,37.0
HND,Honduras,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,30.0,114.0
HRV,Croatia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.8,34.0
HTI,Haiti,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,91.6,169.0
HUN,Hungary,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.4,42.0
IDN,Indonesia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,43.7,134.0
IND,India,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,73.2,156.0
IRL,Ireland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.3,24.0
IRN,"Iran, Islamic Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,33.2,121.0
IRQ,Iraq,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,40.7,132.0
ISL,Iceland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.0,1.0
ISR,Israel,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.6,29.0
ITA,Italy,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.4,12.0
JAM,Jamaica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.8,104.0
JOR,Jordan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,25.2,96.0
JPN,Japan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.8,7.0
KAZ,Kazakhstan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,38.2,127.0
KEN,Kenya,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,97.5,173.0
KGZ,Kyrgyz Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,44.1,136.0
KHM,Cambodia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,72.7,155.0
KIR,Kiribati,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,56.2,141.0
KNA,St. Kitts and Nevis,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,11.4,57.0
KOR,"Korea, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.3,25.0
KWT,Kuwait,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,11.7,58.0
LAC,Latin America & Caribbean,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.878364064,105.0
LAO,Lao PDR,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,68.9,152.0
LBN,Lebanon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,25.4,97.0
LBR,Liberia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,131.8,190.0
LBY,Libya,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.3,84.0
LCA,St. Lucia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,17.0,73.0
LIC,Low income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,121.5937995901,185.0
LIE,Liechtenstein,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.5,4.0
LKA,Sri Lanka,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,19.5,78.0
LMC,Lower middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,78.9111691008,162.0
LMY,Low & middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,72.0041521206,154.0
LSO,Lesotho,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,121.1,184.0
LTU,Lithuania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.1,45.0
LUX,Luxembourg,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.9,8.0
LVA,Latvia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,12.6,59.0
MAR,Morocco,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,44.2,137.0
MCO,Monaco,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.4,13.0
MDA,Moldova,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,22.3,90.0
MDG,Madagascar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,79.3,163.0
MDV,Maldives,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.7,103.0
MEX,Mexico,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,22.0,89.0
MHL,Marshall Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,30.9,116.0
MIC,Middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,59.1738520782,144.0
MKD,"Macedonia, FYR",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,13.3,61.0
MLI,Mali,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,195.2,209.0
MLT,Malta,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.8,35.0
MMR,Myanmar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,75.9,159.0
MNA,Middle East & North Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,40.1629652753,130.0
MNE,Montenegro,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,10.1,51.0
MNG,Mongolia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,43.9,135.0
MOZ,Mozambique,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,158.4,199.0
MRT,Mauritania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,113.5,181.0
MUS,Mauritius,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,15.9,68.0
MWI,Malawi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,128.1,188.0
MYS,Malaysia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.1,40.0
NAM,Namibia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,58.1,143.0
NER,Niger,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,176.5,203.0
NGA,Nigeria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,163.5,201.0
NIC,Nicaragua,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,34.1,122.0
NIU,Niue,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,27.8,108.0
NLD,Netherlands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,5.3,26.0
NOR,Norway,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.0,9.0
NPL,Nepal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,64.8,148.0
NRU,Nauru,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,40.0,129.0
NZL,New Zealand,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,6.6,33.0
OMN,Oman,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,14.2,65.0
PAK,Pakistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,93.6,170.0
PAN,Panama,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,22.9,93.0
PER,Peru,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,28.0,109.0
PHL,Philippines,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,34.5,123.0
PLW,Palau,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.7,87.0
PNG,Papua New Guinea,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,67.2,151.0
POL,Poland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,7.6,38.0
PRK,"Korea, Dem. Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,31.8,118.0
PRT,Portugal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.9,19.0
PRY,Paraguay,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,29.4,113.0
QAT,Qatar,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,10.2,52.0
ROM,Romania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,20.5,80.0
RUS,Russian Federation,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,16.6,72.0
RWA,Rwanda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,127.8,187.0
SAS,South Asia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,76.7832530286,161.0
SAU,Saudi Arabia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.0,81.0
SDN,Sudan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,108.5,178.0
SEN,Senegal,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,95.0,171.0
SGP,Singapore,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.0,2.0
SID,Small island developing states,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,55.869067381,140.0
SLB,Solomon Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,30.6,115.0
SLE,Sierra Leone,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,201.5,210.0
SLV,El Salvador,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,23.4,94.0
SMR,San Marino,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.2,3.0
SOM,Somalia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,180.0,205.0
SRB,Serbia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.3,48.0
SSA,Sub-Saharan Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,138.6391265193,194.0
STP,Sao Tome and Principe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,83.3,166.0
SUR,Suriname,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,34.7,124.0
SVK,Slovak Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,9.9,50.0
SVN,Slovenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,4.2,11.0
SWE,Sweden,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,3.6,5.0
SWZ,Swaziland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,115.9,182.0
SYC,Seychelles,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,13.5,62.0
SYR,Syrian Arab Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,19.2,77.0
TCD,Chad,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,181.3,206.0
TGO,Togo,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,113.3,180.0
THA,Thailand,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,15.1,66.0
TJK,Tajikistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,76.2,160.0
TKM,Turkmenistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,64.0,146.0
TMP,Timor-Leste,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,75.7,158.0
TON,Tonga,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,17.6,74.0
TTO,Trinidad and Tobago,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,29.2,112.0
TUN,Tunisia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.5,86.0
TUR,Turkey,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,27.3,107.0
TUV,Tuvalu,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,37.7,126.0
TZA,Tanzania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,102.8,177.0
UGA,Uganda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,120.3,183.0
UKR,Ukraine,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,15.4,67.0
UMC,Upper middle income,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.1684312202,100.0
URY,Uruguay,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,13.9,64.0
USA,United States,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,8.0,39.0
UZB,Uzbekistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,56.7,142.0
VCT,St. Vincent and the Grenadines,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.4,85.0
VEN,"Venezuela, RB",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.2,82.0
VNM,Vietnam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,28.5,110.0
VUT,Vanuatu,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,17.8,75.0
WBG,West Bank and Gaza,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,26.2,101.0
WLD,World,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,65.9540585455,149.0
WSM,Samoa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,21.7,88.0
YEM,"Yemen, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,87.3,168.0
ZAF,South Africa,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,79.9,164.0
ZAR,"Congo, Dem. Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,181.4,207.0
ZMB,Zambia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,138.2,193.0
ZWE,Zimbabwe,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2005,100.2,176.0
ADO,Andorra,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,4.0,11.0
AFG,Afghanistan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,150.5,197.0
AGO,Angola,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,174.9,204.0
ALB,Albania,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,22.0,93.0
ARE,United Arab Emirates,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,8.9,48.0
ARG,Argentina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,15.9,71.0
ARM,Armenia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,24.3,97.0
ATG,Antigua and Barbuda,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,10.3,53.0
AUS,Australia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,5.5,29.0
AUT,Austria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,4.7,17.0
AZE,Azerbaijan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,53.7,139.0
BDI,Burundi,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,150.5,198.0
BEL,Belgium,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,4.8,21.0
BEN,Benin,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,125.9,190.0
BFA,Burkina Faso,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,181.7,208.0
BGD,Bangladesh,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,60.4,146.0
BGR,Bulgaria,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,15.3,68.0
BHR,Bahrain,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,10.9,57.0
BHS,"Bahamas, The",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,16.4,72.0
BIH,Bosnia and Herzegovina,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,8.7,46.0
BLR,Belarus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,8.5,44.0
BLZ,Belize,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,20.0,81.0
BOL,Bolivia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,63.9,149.0
BRA,Brazil,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,24.8,101.0
BRB,Barbados,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,18.4,76.0
BRN,Brunei Darussalam,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,8.0,43.0
BTN,Bhutan,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,67.5,153.0
BWA,Botswana,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,54.9,143.0
CAF,Central African Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,166.5,202.0
CAN,Canada,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,6.0,32.0
CHE,Switzerland,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,5.0,23.0
CHL,Chile,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,9.2,49.0
CHN,China,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,23.5,95.0
CIV,Cote d'Ivoire,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,132.8,191.0
CMR,Cameroon,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,141.0,195.0
COG,"Congo, Rep.",SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,97.0,176.0
COK,Cook Islands,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,10.7,56.0
COL,Colombia,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,21.9,92.0
COM,Comoros,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,94.5,172.0
CPV,Cape Verde,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,39.1,130.0
CRI,Costa Rica,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,10.6,54.0
CUB,Cuba,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,6.7,36.0
CYP,Cyprus,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,4.7,18.0
CZE,Czech Republic,SH.DYN.MORT,"Under-five mortality rate (per 1,000)",0,0,2006,5.0,24.0
